Date,Company,Jobs Affected,City,Location
5/28/2016,The Children's Place,Closure,,Papillion,Papillion
5/26/2016,"Gavilon, LLC",Layoff,,Omaha,Omaha
5/26/2016,Four Star Drug,Closure,,Lincoln,Lincoln (Piedmont)
5/26/2016,Four Star Drug,Closure,,Lincoln,Lincoln (Bethany)
5/26/2016,Ron's Garage,Closure,2,Omaha,Omaha
5/24/2016,Four Star Drug,Closure,,Waverly,Waverly
5/23/2016,Alliance Public Schools,Layoff,10,Alliance,Alliance
5/19/2016,Ideal Grocery & Market,Closure,,Lincoln,Lincoln
5/7/2016,Aeropostale - Lincoln,Closure,,Lincoln,Lincoln
5/7/2016,Aeropostale - Omaha,Closure,,Omaha,Omaha
5/1/2016,Ben Franklin,Closure,11,Lincoln,Lincoln
4/30/2016,Heartland Cash Advance,Closure,2,Scottsbluff,Scottsbluff
4/30/2016,Heartland Cash Advance,Closure,1,Alliance,Alliance
4/30/2016,Athlete's Edge,Closure,,Scottsbluff,Scottsbluff
4/26/2016,Pretzelmaker,Closure,,Lincoln,Lincoln
4/23/2016,Tom + Chee,Closure,,Lincoln,Lincoln
4/21/2016,Wildcat Bowling Lanes,Closure,5,Papillion,Papillion
4/20/2016,Ferellgas,Closure,,Norfolk,Norfolk
4/17/2016,Amsterdam Falafel & Kabob,Closure,7,Lincoln,Lincoln
4/15/2016,The French Bulldog,Closure,,Omaha,Omaha
4/14/2016,Wright Career College,Closure,,Omaha,Omaha
4/13/2016,Barnstormers Family Bar & Grill,Closure,,Norfolk,Norfolk
4/4/2016,Tia Zia,Closure,,Oneill,O'Neill
4/1/2016,Duff's Friendship Villa,Layoff,33,Nebraska City,Nebraska City
4/1/2016,Curley's Machine Works,Layoff,4,Kimball,Kimball
3/31/2016,Fashion II Consignment Boutique,Closure,4,Lincoln,Lincoln
3/31/2016,K Mart,Closure,,Omaha,Omaha
3/31/2016,CommScope,Closure,150,Sidney,Sidney
3/31/2016,Bag'n Save/No Frills,Closure,,Omaha,Omaha (Blondo)
3/31/2016,Bag'n Save/No Frills,Closure,,Omaha,Omaha (Weir St)
3/17/2016,"International Sensor Systems, Inc.",Layoff,4,Aurora,Aurora
3/15/2016,DXP Enterprises,Layoff,10,Lincoln,Lincoln
3/15/2016,Doozy's,Closure,,Lincoln,Lincoln
3/12/2016,Sweets and Antiques,Closure,,Atkinson,Atkinson
3/7/2016,Slice Pizzeria,Closure,,Lincoln,Lincoln
3/5/2016,Regional Recycling,Closure,0,North Platte,North Platte
3/4/2016,Preferred Pump,Layoff,4,Grand Island,Grand Island
2/28/2016,Grandmother's Restaurant,Closure,,Lincoln,Lincoln
2/28/2016,Hancock Fabrics,Closure,,Lincoln,Lincoln
2/28/2016,Barb's Hallmark,Closure,,Lincoln,Lincoln
2/27/2016,Henry's on South,Closure,,Lincoln,Lincoln
2/25/2016,Progress Rail,Layoff,5,Gering,Gering
2/1/2016,Abengoa,Closure,,Ravenna,Ravenna
2/1/2016,Abengoa,Closure,,York,York
1/31/2016,Sugar Bakers Gift Shop,Closure,,Omaha,Omaha
1/31/2016,Sonic,Closure,,Omaha,Omaha
1/31/2016,Ann Taylor Loft,Closure,,Lincoln,Lincoln
1/31/2016,The Limited,Closure,,Lincoln,Lincoln
1/31/2016,Piccolo Pete's,Closure,50,Omaha,Omaha
1/31/2016,Convergys Corporation,Layoff,191,Omaha,Omaha
1/31/2016,Schweser's,Closure,33,Fremont,Fremont
1/11/2016,"Cargill, Inc.",Layoff,7,Blair,"Blair, NE"
1/4/2016,Burkley Envelope Company,Closure,,Wahoo,Wahoo
1/3/2016,Burger King,Closure,,Lincoln,Lincoln
1/1/2016,Schweser's,Closure,8,Beatrice,Beatrice
1/1/2016,Schweser's,Closure,12,Columbus,Columbus
1/1/2016,Shopko xxxx,Closure,265,Omaha,Omaha Distribution Center
1/1/2016,Schweser's,Closure,10,Lincoln,Lincoln
1/1/2016,Shopko Corporate Office,Closure,265,Omaha,Omaha - Shopko Distribution Center
12/31/2015,Folders Express,Closure,57,Omaha,Omaha
12/31/2015,Lockheed Martin,Layoff,8,Bellevue,Bellevue
12/31/2015,H & H Chevrolet LLC,Closure,153,Omaha,Omaha
12/31/2015,H & H Motors Omaha dba H & H KIA,Closure,53,Omaha,Omaha
12/30/2015,"RICOH USA, Inc.",Closure,26,,Scottsbluff
12/18/2015,Subway Pizza Express/Auntie Anne's Pretzels,Closure,5,Lincoln,Lincoln
12/18/2015,Catholic Health Initiative,Layoff,60,Omaha,Omaha
12/16/2015,Lincolnland Printing,Layoff,2,Lincoln,Lincoln
12/9/2015,"RICOH USA, Inc.",Closure,26,,Scottsbluff
12/5/2015,Sears Automotive Center,Closure,4,Grand Island,Grand Island
12/5/2015,"Packers Sanitation Services, Inc.",Closure,,Columbus,Columbus
12/4/2015,Cargill Meat Solutions Corporation,Layoff,75,Columbus,Columbus
12/4/2015,American Express Global Business Travel,Layoff,5,Omaha,Omaha
12/2/2015,The Knolls,Closure,2,Lincoln,Lincoln
12/1/2015,Bag'n Save/No Frills,Closure,0,Omaha,Omaha
11/27/2015,Omni Engineering,Layoff,30,Omaha,Omaha
11/23/2015,Youth Learning Center,Closure,2,Omaha,Omaha
11/21/2015,Sebastian's Table,Closure,5-9,Lincoln,Lincoln
11/20/2015,Quality Service Integrity,Closure,58,Dakota City,Dakota City
11/17/2015,IAC Acoustics,Closure,160,Lincoln,Lincoln
11/16/2015,Lincoln Journal Star,Layoff,8,Lincoln,Lincoln
11/14/2015,Office Depot,Closure,,Lincoln,Lincoln
11/14/2015,Office Depot,Closure,,Omaha,Omaha
11/9/2015,Alter Trading Co,Closure,2,Sidney,Sidney
11/9/2015,Alter Trading Co,Layoff,2,Ogallala,Ogallala
11/9/2015,Alter Trading Co,Layoff,3,Kearney,Kearney
11/9/2015,Alter Trading Co,Layoff,2,Grand Island,Grand Island
11/9/2015,Alter Trading Co,Layoff,1,Omaha,Omaha
11/9/2015,Alter Trading Co,Layoff,1,Lincoln,Lincoln
11/6/2015,Pioneer Investments,Closure,38,Omaha,Omaha
11/5/2015,The Knolls,Layoff,5,Lincoln,Lincoln
11/5/2015,Hexagon Lincoln,Layoff,45,Lincoln,Lincoln
11/2/2015,Omni Engineering,Layoff,5,Omaha,Omaha
11/1/2015,Elliott Equipment Company,Layoff,5,,Omaha
11/1/2015,Grossenburg Implement,Closure,14,Laurel,Laurel
10/28/2015,IAC Acoustics,Layoff,30,Lincoln,Lincoln
10/26/2015,Sears,Closure,,Scottsbluff,Scottsbluff
10/23/2015,CNH Industrial,Layoff,49,Grand Island,Grand Island
10/19/2015,Hydraulic Components,Layoff,,Hartington,Hartington
10/17/2015,Shop EZ,Closure,7,,Lincoln
10/16/2015,Mid-Plains Power,Layoff,28,Omaha,Omaha
10/12/2015,Behlen Manufacturing Company,Layoff,,Columbus,Columbus
10/8/2015,Rouge Manufacturing,Layoff,2,Grand Island,Grand Island
10/7/2015,Telecare Corporation,Closure,,Omaha,Omaha
10/7/2015,Staples,Closure,13,Omaha,Omaha
10/6/2015,Allmand Brothers,Layoff,23,Holdrege,Holdrege
10/4/2015,The Knolls Restaurant,Closure,11,Lincoln,Lincoln
10/4/2015,Apogee Call Center/Savers,Closure,296,Columbus,Columbus
10/2/2015,Preferred Sands of Genoa,Layoff,30,Genoa,Genoa
10/1/2015,Preferred Resin of Genoa,Layoff,4,Genoa,Genoa
10/1/2015,Chief Industries,Layoff,32,Grand Island,Grand Island
10/1/2015,Golden Star,Closure,15,Ainsworth,Ainsworth
9/30/2015,Family Variety,Closure,,Bloomfield,Bloomfield
9/30/2015,Main Street Market & Deli,Closure,8,Stapleton,Stapleton
9/28/2015,Infocrossing,Layoff,4,Omaha,Omaha
9/26/2015,A&A Bar,Closure,1,Western,Western
9/25/2015,Election Systems & Software,Layoff,25,Omaha,Omaha
9/23/2015,Potter's Wheel Ministries,Layoff,1,Scotts Bluff,Scotts Bluff
9/23/2015,Cabela's x,Layoff,,Sidney,Sidney
9/23/2015,Preferred Pump,Layoff,4,Grand Island,Grand Island
9/23/2015,Cox's Drywall,Closure,1,North Platte,North Platte
9/23/2015,Cabela's Corporation,Layoff,,Sidney,Cabela's Store - Sidney
9/18/2015,Medicine Shoppe Pharmacy,Closure,5,Beatrice,Beatrice
9/18/2015,Depot Bar & Grill,Closure,,North Platte,North Platte
9/18/2015,Allmand Brothers,Layoff,12,Holdrege,Holdrege
9/16/2015,Union Pacific,Layoff,100+,Omaha,Omaha
9/14/2015,Candy's Cupcakery,Closure,,North Platte,North Platte
9/7/2015,Yarn Shop,Closure,8,Lincoln,Lincoln
8/31/2015,Joffe's Too,Closure,1,Lincoln,Lincoln
8/31/2015,South Omaha Terminal Warehouse,Closure,3,Omaha,Omaha
8/27/2015,Hexagon Lincoln,Layoff,8,Lincoln,Lincoln
8/18/2015,Hydraulic Components,Layoff,9,Hartington,Hartington
8/15/2015,Forsberg Gallery,Closure,4,Lincoln,Lincoln
8/10/2015,Progress Rail,Layoff,19,Gering,Gering
7/31/2015,Diana's Antiques and Gifts,Closure,1,Ceresco,Ceresco
7/31/2015,Libations,Closure,3,Lincoln,Lincoln
7/24/2015,Alorica,Layoff,16,Omaha,Omaha
7/23/2015,Alter Trading Co,Layoff,2,Kearney,Kearney
7/9/2015,City of Crete,Closure,4,Crete,Crete
7/3/2015,TD Ameritrade,Layoff,16,Omaha,Omaha
7/1/2015,CCB,Closure,26,Cozad,Cozad
6/30/2015,Burns Lab,Closure,11,McCook,McCook
6/26/2015,Wisner Pharmacy,Closure,3,Wisner,Wisner
6/15/2015,CNH Industrial,Layoff,136,Grand Island,Grand Island
5/22/2015,"Skag-Way Discount Department Stores, Inc.",Closure,92,Grand Island,Grand Island (Locust Street)
5/22/2015,"Skag-Way Discount Department Stores, Inc.",Closure,134,Grand Island,Grand Island (State Street)
5/17/2015,"United Airlines, Inc.",Layoff,76,Omaha,Omaha
4/20/2015,Exeter Care Center,Closure,12,Exeter,Exeter
3/31/2015,Nationstar,Closure,114,Scottsbluff,Scottsbluff
3/31/2015,Charter Communication,Layoff,5,Hastings,Hastings
3/16/2015,Alco Discount Store,Closure,12,McCook,McCook
2/28/2015,Alco Discount Store,Closure,15,Valentine,Valentine
2/28/2015,Alco Discount Store,Closure,16,Albion,Albion
2/28/2015,Applause Video,Closure,10,Hastings,Hastings
2/15/2015,Alco Discount Store,Closure,13,O'Neill,O'Neill
2/15/2015,Alco Discount Store,Closure,13,North Platte,North Platte
2/10/2015,Alco Discount Store,Closure,11,Ord,Ord
2/10/2015,Alco Discount Store,Closure,14,Cozad,Cozad
2/10/2015,Alco Discount Store,Closure,13,Broken Bow,Broken Bow
1/31/2015,Alco Discount Store,Closure,0,Imperial,Imperial
1/31/2015,Alco Discount Store,Closure,15,Gordon,Gordon
1/31/2015,Alco Discount Store,Closure,28,Ainsworth,Ainsworth
1/30/2015,Alco Discount Store,Closure,17,Ogallala,Ogallala
1/30/2015,Alco Discount Store,Closure,13,West Point,West Point
12/31/2014,Tenneco,Closure,2,Cozad,Cozad
12/15/2014,Agrium Advanced Technologies,Closure,25,Fairbury,Fairbury
11/14/2014,CNH Industrial,Layoff,2,Grand Island,Grand Island
11/3/2014,Novartis,Layoff,17,Lincoln,Lincoln2
10/31/2014,Sun Mart,Closure,19,Lincoln,Lincoln (S. 48th Street)
10/25/2014,Bag'n Save/No Frills,Closure,0,Omaha,Omaha (Dodge)
10/25/2014,Bag'n Save/No Frills,Closure,0,Omaha,Omaha (N. 114th St.)
10/24/2014,CNH Industrial,Layoff,2,Grand Island,Grand Island
10/17/2014,CNH Industrial,Layoff,30,Grand Island,Grand Island
10/14/2014,Nationstar,Layoff,78,Scottsbluff,Scottsbluff
10/10/2014,Store Kraft,Closure,44,Beatrice,Beatrice
10/10/2014,CNH Industrial,Layoff,103,Grand Island,Grand Island
10/9/2014,Store Kraft,Closure,1,Beatrice,Beatrice
10/7/2014,Store Kraft,Closure,2,Beatrice,Beatrice
10/6/2014,Store Kraft,Closure,56,Beatrice,Beatrice
10/1/2014,ADM Alliance Nutrition,Closure,15,Cozad,Cozad
8/29/2014,Big Apple Bagels,Closure,11,Norfolk,Norfolk
8/19/2014,Milk Specialties,Layoff,15,Norfolk,Norfolk
7/12/2014,West Corporation,Layoff,47,Omaha,Omaha
6/11/2014,Old Home Bakery,Closure,7,North Platte,North Platte
6/6/2014,K-Mart,Closure,14,Grand Island,Grand Island
6/1/2014,Cox Communications,Layoff,77,Omaha,Omaha
5/31/2014,Norfolk Family Medicine,Closure,21,Norfolk,Norfolk
5/18/2014,"Transport Plus of Lincoln, Inc.",Layoff,16,Lincoln,Lincoln
5/14/2014,Cedar Bowl/Touch Down Club,Closure,35,North Platte,North Platte
4/30/2014,Nationstar,Layoff,50,Scottsbluff,Scottsbluff
4/18/2014,McKesson Medical Surgical,Layoff,17,Omaha,Omaha
4/15/2014,Four Seasons Mini-Mart,Closure,2,Pierce,Pierce
4/8/2014,Milk Specialties,Layoff,15,Norfolk,Norfolk
3/28/2014,Nationstar,Layoff,50,Scottsbluff,Scottsbluff
3/21/2014,Sun Mart,Closure,31,Hastings,Hastings
2/28/2014,B&D Office City,Closure,4,North Platte,North Platte
2/28/2014,"Mallory USA, Inc.",Closure,34,South Sioux City,South Sioux City
2/3/2014,"HDA, Inc. & N-Store Merchandising, Inc.",Layoff,20,Statewide,Statewide
1/31/2014,"International Nutrition, Inc.",Layoff,25,Omaha,Omaha
1/10/2014,ConAgra Foods,Layoff,38,Lincoln,Lincoln
12/31/2013,Lancaster County Community Mental Health Center,Layoff,70,Lincoln,Lincoln
12/31/2013,"AMES Companies, Inc.",Closure,22,Falls City,Falls City
12/31/2013,Pacific Coast Feather Company,Closure,117,Wayne,Wayne
12/21/2013,Dress Barn,Closure,11,Nebraska City,Nebraska City
12/21/2013,Dress Barn,Closure,11,Nebraska City,Nebraska City
12/21/2013,DressBarn,Closure,11,Nebraska City,Nebraska City
12/13/2013,MBA Poultry,Layoff,9,Tecumseh,Tecumseh
12/5/2013,CSG Systems International Inc.,Layoff,36,Omaha,Omaha
11/30/2013,"School Specialty, Inc. - Hammond & Stephens",Closure,52,Fremont,Fremont
11/22/2013,Blockbuster,Closure,7,Lincoln,Lincoln - 27th St./Superior
11/17/2013,Schroeder's Jack & Jill,Closure,12,Fairbury,Fairbury
11/16/2013,Great Harvest Bread,Closure,5,Lincoln,Lincoln
11/8/2013,Leprino Foods,Closure,168,Ravenna,Ravenna
11/4/2013,Hewlett Packard,Layoff,100,Omaha,Omaha - Farnam Dr.
10/27/2013,Pet Sense,Closure,6,Columbus,Columbus
10/22/2013,"OTR Logistics, Inc.",Closure,8,Grand Island,Grand Island
10/22/2013,"Oakland Logistics Service, Inc.",Closure,319,Grand Island,Grand Island
9/7/2013,Bubba Foods,Layoff,11,Hastings,Hastings
8/31/2013,Pawnee Assisted Living Hotel,Closure,10,North Platte,North Platte
8/30/2013,Bubba Foods,Layoff,11,Hastings,Hastings
8/30/2013,"AMES Companies, Inc.",Layoff,15,Falls City,Falls City
8/27/2013,Village Inn Corporation,Closure,15,North Platte,North Platte
7/31/2013,Kayton International,Layoff,10,Norfolk,Norfolk
7/31/2013,Grede LLC,Layoff,56,Omaha,Omaha
7/12/2013,Grede LLC,Layoff,1,Omaha,Omaha
7/1/2013,Wesley Crisis Nursery Center,Closure,2,Norfolk,Norfolk
6/30/2013,First Student,Closure,500,Omaha,Omaha
6/15/2013,Salvation Army,Closure,10,,Grand Island
5/16/2013,Novartis,Layoff,72,Lincoln,Lincoln2
5/10/2013,QBE North America,Closure,70,Lincoln,Lincoln
4/26/2013,First Data,Layoff,60,Omaha,Omaha
4/24/2013,Classen Manufacturing,Closure,22,Norfolk,Norfolk
4/16/2013,QBE North America,Layoff,44,Lincoln,Lincoln
4/8/2013,"Even Temp, Inc.",Layoff,11,Waco,Waco
3/14/2013,American Suzuki Motor Corporation,Layoff,1,,Butler County
2/28/2013,Schreiber Foods Inc.,Closure,43,Ravenna,Ravenna
2/15/2013,TriWest Healthcare Alliance,Layoff,7,Offutt A F B,Offutt AFB
2/8/2013,Pitney Bowes Presort Services,Layoff,33,Omaha,Omaha
2/1/2013,Ag Processing Inc.,Closure,43,Hastings,Hastings
1/25/2013,Wisconsin Physician Services,Layoff,22,Omaha,Omaha
1/2/2013,Stepping Stones Daycare,Closure,17,Omaha,Omaha
1/1/2013,"Merrick Manor, Litzenberg Memorial County Hospital",Closure,12,Central City,Central City
12/31/2012,Designer Blinds,Closure,103,Omaha,Omaha
12/31/2012,Katana Summit,Closure,178,Columbus,Columbus
12/28/2012,KV Vet Supply,Layoff,11,David City,David City
12/24/2012,Garden Cafe & Bakery,Closure,50,Hastings,Hastings
11/16/2012,Hostess (International Brands Incorporated),Layoff,2,Omaha,Omaha (Plaza)
11/16/2012,Hostess (International Brands Incorporated),Layoff,15,Lincoln,Lincoln (Kimco)
11/16/2012,Hostess (International Brands Incorporated),Layoff,37,Omaha,Omaha (144th St.)
11/16/2012,Hostess (International Brands Incorporated),Layoff,2,Bellevue,Bellevue
11/16/2012,Hostess (International Brands Incorporated),Layoff,2,Lincoln,Lincoln (48th Street)
11/16/2012,Hostess (International Brands Incorporated),Layoff,3,Norfolk,Norfolk
10/30/2012,Regional Elite,Layoff,93,Omaha,Omaha
10/26/2012,"Sodexo, Inc.",Layoff,47,Omaha,Omaha
10/24/2012,Schreiber Foods Inc.,Layoff,21,Ravenna,Ravenna
10/12/2012,CoSentry,Layoff,7,Omaha,Omaha
10/1/2012,Lakeview Care Center,Closure,49,Firth,Firth
9/21/2012,Bobs Super Store,Closure,50,Kearney,Kearney
9/15/2012,TCBY,Closure,8,Kearney,Kearney
8/17/2012,Preferred Sands of Genoa,Layoff,16,Genoa,Genoa
8/16/2012,"Even Temp, Inc.",Layoff,10,Waco,Waco
8/15/2012,Alco Discount Store,Closure,18,Beatrice,Beatrice
8/4/2012,Party Patch,Closure,5,Omaha,Omaha
7/29/2012,Spaghetti Works,Closure,29,Lincoln,Lincoln
7/7/2012,"Aurora Bank FSB, Aurora Loan Services",Closure,502,Scottsbluff,Scottsbluff
6/30/2012,Uta Halee Girls Village,Closure,12,Omaha,Uta Halee Girls Village - Ponca Pines Academy
6/19/2012,QBE North America,Layoff,7,Lincoln,Lincoln
6/16/2012,Library Restaurant and Lounge,Closure,14,Grand Island,Library Restaurant and Lounge
5/31/2012,Grand View Manor,Closure,30,Campbell,Grand View Manor
5/31/2012,Grand View Manor,Closure,30,Campbell,Grandview Manor
5/25/2012,"Beef Products, Inc. - Lexington",Layoff,10,Lexington,"Beef Products, Inc. - Lexington"
5/25/2012,Stone Creek Homes,Layoff,41,Central City,Stone Creek Homes
5/24/2012,William Thiemann DDS,Closure,4,Grand Island,William Thiemann DDS
5/15/2012,"Beef Products, Inc. - South Sioux City",Layoff,45,South Sioux City,"Beef Products, Inc. - South Sioux City"
4/22/2012,Wendy's,Closure,20,Central City,Wendys - Central City
4/15/2012,Blockbuster - Grand Island,Closure,6,Grand Island,Blockbuster - Grand Island
3/25/2012,Blockbuster Video - Kearney,Closure,12,Kearney,Blockbuster Video - Kearney
3/2/2012,Maverick Media,Layoff,18,Syracuse,Maverick Media
2/29/2012,"Nebraska Department of Health and Human Services, Central Service Area",Layoff,10,Grand Island,"Nebraska Department of Health and Human Services, Central Service Area"
2/29/2012,Rural Metro,Closure,30,Hastings,Rural Metro
2/29/2012,KVC Health Systems - Nebraska,Layoff,490,Omaha,KVC Health Systems - Nebraska
2/6/2012,Russwood Auto Center,Closure,40,Lincoln,Russwood Auto Center
2/3/2012,"Ballantyne Strong, Inc.",Layoff,16,Omaha,Omaha
1/31/2012,Uta Halee Girls Village,Closure,4,Omaha,Omaha
1/27/2012,Bath & Body,Closure,9,Hastings,Bath & Body - Hastings
1/15/2012,Sartor Hamann Jewelers,Closure,11,Grand Island,Sartor Hamann Jewelers:  Grand Island
1/6/2012,American Meter Company,Layoff,70,Nebraska City,American Meter (Elster)
12/31/2011,CommScope,Closure,400,Omaha,CommScope
12/16/2011,College of St. Marys,Closure,3,Lincoln,"College of St. Marys, Lincoln Campus"
12/1/2011,Barrys,Closure,45,Lincoln,Barrys
11/30/2011,Rogers Fine Foods,Closure,13,North Platte,Rogers Fine Foods
11/29/2011,TD Ameritrade,Layoff,60,Omaha,TD Ameritrade
11/14/2011,The Clark Enersen Partners,Layoff,7,Lincoln,The Clark Enersen Partners
10/31/2011,Vetter Health Services: Friendship Villa,Closure,50,Spalding,Vetter Health Services:  Friendship Villla
10/30/2011,Square D (Schneider Electric),Layoff,8,Lincoln,Square D (Schneider Electric)
10/30/2011,Lannys Bar and Grill,Closure,10,Hadar,Lannys Bar and Grill
9/30/2011,Whispering Pines,Closure,9,Schuyler,Whispering Pines
9/16/2011,Tabitha Health Care Services,Layoff,12,Lincoln,Tabitha Health Care Services
9/2/2011,American Red Cross,Layoff,12,Lincoln,American Red Cross - Statewide
8/31/2011,Connectivity Solutions Manufacturing,Layoff,95,Omaha,Omaha
8/31/2011,"Intralot, Inc.",Closure,20,Lincoln,"Intralot, Inc."
8/12/2011,Borders Book Stores,Closure,87,Omaha,Borders Book Stores
8/10/2011,ConAgra Snack Foods,Layoff,95,Omaha,ConAgra - Hamburg IA
7/31/2011,"CXT, Inc.",Closure,67,Grand Island,"CXT, Inc."
7/28/2011,Ben Franklin,Closure,10,North Platte,North Platte
7/15/2011,Connectivity Solutions Manufacturing,Layoff,96,Omaha,Omaha
6/30/2011,Lincoln Journal Star,Layoff,11,Lincoln,Lincoln Journal Star - Lee Enterprises
6/30/2011,Infogroup,Layoff,50,Omaha,Infogroup
6/26/2011,"Intralot, Inc.",Layoff,20,Lincoln,"Intralot, Inc."
6/17/2011,KVC Health Systems - Nebraska,Layoff,75,Omaha,KVC Health Systems - Nebraska
6/10/2011,News America Marketing,Closure,9,Lincoln,News America Marketing
6/9/2011,Dodge County Corrections,Layoff,12,Fremont,Dodge County Corrections
6/2/2011,Mid-Plains Behavioral Center,Layoff,3,Grand Island,Mid-Plains Behavioral Center
6/1/2011,"Aurora Telemarketing, Inc.",Closure,67,Aurora,Aurora
5/30/2011,Royco Hotels Inc./Supertel,Closure,31,Norfolk,Royco Hotels Inc./Supertel
5/30/2011,Cooper Village,Closure,60,Omaha,Cooper Village
5/10/2011,"Aurora Telemarketing, Inc.",Closure,52,Columbus,Columbus
4/18/2011,"The Connection, Contact Center Services",Closure,113,Holdrege,Holdrege
3/31/2011,Nebraska Department of Labor,Layoff,10,Lincoln,Nebraska Department of Labor
3/30/2011,Omaha Housing Authority,Layoff,4,Omaha,Omaha Housing Authority
3/4/2011,"Action Marketing, LLC",Layoff,6,Lincoln,"Action Marketing, LLC"
2/18/2011,Earl May Nursery & Garden Center,Closure,1,Nebraska City,Earl May Nursery & Garden Center
2/14/2011,Walsworth Publishing Company,Closure,84,Bellevue,Walsworth Publishing Company
2/11/2011,RSC Equipment Rental #297,Layoff,4,Grand Island,RSC Equipment Rental #297
2/10/2011,Lincoln Benefit Life,Layoff,25,Lincoln,Lincoln Benefit Life
2/4/2011,Boys & Girls Home of Nebraska,Closure,16,North Platte,Boys & Girls Home of Nebraska - North Platte
2/4/2011,Miller Brands of Omaha,Layoff,50,Omaha,Miller Brands of Omaha
1/23/2011,Gymboree,Closure,11,Lincoln,Gateway Mall
1/14/2011,Husqvarna,Closure,390,Beatrice,Husqvarna
